"code","libelle","total","time","partition_0"
"716","""En fonction de l'affluence",,"1816","croustillant-transformation_29Jan2026_1769646185944"
"716","""En fonction de l'affluence",,"1816","croustillant-transformation_29Jan2026_1769646185944"
"809","""Au choix""","640","""2026-01-28 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"809","""Au choix""","640","""2026-01-27 17:03:23.0""","croustillant-transformation_29Jan2026_1769646185944"
"809","""Au choix""","640","""2026-01-28 10:16:09.0""","croustillant-transformation_29Jan2026_1769646185944"
"809","""Au choix""","640","""2026-01-28 08:17:20.0""","croustillant-transformation_29Jan2026_1769646185944"
"809","""Au choix""","640","""2026-01-29 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"809","""Au choix""","640","""2026-01-27 15:43:32.0""","croustillant-transformation_29Jan2026_1769646185944"
"809","""Au choix""","640","""2026-01-28 14:15:02.0""","croustillant-transformation_29Jan2026_1769646185944"
"871","Crudités","1968","""2026-01-28 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"871","Crudités","1968","""2026-01-27 17:03:23.0""","croustillant-transformation_29Jan2026_1769646185944"
"871","Crudités","1971","""2026-01-28 10:16:09.0""","croustillant-transformation_29Jan2026_1769646185944"
"871","Crudités","1971","""2026-01-28 08:17:20.0""","croustillant-transformation_29Jan2026_1769646185944"
"871","Crudités","1972","""2026-01-29 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"871","Crudités","1968","""2026-01-27 15:43:32.0""","croustillant-transformation_29Jan2026_1769646185944"
"871","Crudités","1972","""2026-01-28 14:15:02.0""","croustillant-transformation_29Jan2026_1769646185944"
"872","Charcuterie","1891","""2026-01-28 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"872","Charcuterie","1891","""2026-01-27 17:03:23.0""","croustillant-transformation_29Jan2026_1769646185944"
"872","Charcuterie","1893","""2026-01-28 10:16:09.0""","croustillant-transformation_29Jan2026_1769646185944"
"872","Charcuterie","1893","""2026-01-28 08:17:20.0""","croustillant-transformation_29Jan2026_1769646185944"
"872","Charcuterie","1893","""2026-01-29 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"872","Charcuterie","1891","""2026-01-27 15:43:32.0""","croustillant-transformation_29Jan2026_1769646185944"
"872","Charcuterie","1893","""2026-01-28 14:15:02.0""","croustillant-transformation_29Jan2026_1769646185944"
"873","Fromages","1156","""2026-01-28 10:16:09.0""","croustillant-transformation_29Jan2026_1769646185944"
"873","Fromages","1154","""2026-01-28 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"873","Fromages","1154","""2026-01-27 17:03:23.0""","croustillant-transformation_29Jan2026_1769646185944"
"873","Fromages","1155","""2026-01-28 08:17:20.0""","croustillant-transformation_29Jan2026_1769646185944"
"873","Fromages","1156","""2026-01-29 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"873","Fromages","1154","""2026-01-27 15:43:32.0""","croustillant-transformation_29Jan2026_1769646185944"
"873","Fromages","1156","""2026-01-28 14:15:02.0""","croustillant-transformation_29Jan2026_1769646185944"
"907","Frite","1118","""2026-01-28 10:16:09.0""","croustillant-transformation_29Jan2026_1769646185944"
"907","Frite","1118","""2026-01-28 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"907","Frite","1117","""2026-01-27 17:03:23.0""","croustillant-transformation_29Jan2026_1769646185944"
"907","Frite","1118","""2026-01-28 08:17:20.0""","croustillant-transformation_29Jan2026_1769646185944"
"907","Frite","1118","""2026-01-29 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"907","Frite","1117","""2026-01-27 15:43:32.0""","croustillant-transformation_29Jan2026_1769646185944"
"907","Frite","1118","""2026-01-28 14:15:02.0""","croustillant-transformation_29Jan2026_1769646185944"
"928","""Poêlée de légumes""","669","""2026-01-28 10:16:09.0""","croustillant-transformation_29Jan2026_1769646185944"
"928","""Poêlée de légumes""","669","""2026-01-28 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"928","""Poêlée de légumes""","668","""2026-01-27 17:03:23.0""","croustillant-transformation_29Jan2026_1769646185944"
"928","""Poêlée de légumes""","669","""2026-01-28 08:17:20.0""","croustillant-transformation_29Jan2026_1769646185944"
"928","""Poêlée de légumes""","669","""2026-01-29 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"928","""Poêlée de légumes""","668","""2026-01-27 15:43:32.0""","croustillant-transformation_29Jan2026_1769646185944"
"928","""Poêlée de légumes""","669","""2026-01-28 14:15:02.0""","croustillant-transformation_29Jan2026_1769646185944"
"931","""Pizza margherita""","686","""2026-01-28 10:16:09.0""","croustillant-transformation_29Jan2026_1769646185944"
"931","""Pizza margherita""","684","""2026-01-28 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"931","""Pizza margherita""","684","""2026-01-27 17:03:23.0""","croustillant-transformation_29Jan2026_1769646185944"
"931","""Pizza margherita""","686","""2026-01-28 08:17:20.0""","croustillant-transformation_29Jan2026_1769646185944"
"931","""Pizza margherita""","686","""2026-01-29 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"931","""Pizza margherita""","684","""2026-01-27 15:43:32.0""","croustillant-transformation_29Jan2026_1769646185944"
"931","""Pizza margherita""","686","""2026-01-28 14:15:02.0""","croustillant-transformation_29Jan2026_1769646185944"
"967","""Julienne de légumes""","949","""2026-01-28 10:16:09.0""","croustillant-transformation_29Jan2026_1769646185944"
"967","""Julienne de légumes""","943","""2026-01-28 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"967","""Julienne de légumes""","943","""2026-01-27 17:03:23.0""","croustillant-transformation_29Jan2026_1769646185944"
"967","""Julienne de légumes""","943","""2026-01-28 08:17:20.0""","croustillant-transformation_29Jan2026_1769646185944"
"967","""Julienne de légumes""","950","""2026-01-29 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"967","""Julienne de légumes""","943","""2026-01-27 15:43:32.0""","croustillant-transformation_29Jan2026_1769646185944"
"967","""Julienne de légumes""","950","""2026-01-28 14:15:02.0""","croustillant-transformation_29Jan2026_1769646185944"
"1017","Fermé","2705","""2026-01-28 10:16:09.0""","croustillant-transformation_29Jan2026_1769646185944"
"1017","Fermé","2703","""2026-01-28 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"1017","Fermé","2699","""2026-01-27 17:03:23.0""","croustillant-transformation_29Jan2026_1769646185944"
"1017","Fermé","2704","""2026-01-28 08:17:20.0""","croustillant-transformation_29Jan2026_1769646185944"
"1017","Fermé","2705","""2026-01-29 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"1017","Fermé","2699","""2026-01-27 15:43:32.0""","croustillant-transformation_29Jan2026_1769646185944"
"1017","Fermé","2705","""2026-01-28 14:15:02.0""","croustillant-transformation_29Jan2026_1769646185944"
"212","""Boissons froides""","883","""2026-01-28 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"212","""Boissons froides""","883","""2026-01-27 17:03:23.0""","croustillant-transformation_29Jan2026_1769646185944"
"212","""Boissons froides""","885","""2026-01-28 08:17:20.0""","croustillant-transformation_29Jan2026_1769646185944"
"212","""Boissons froides""","886","""2026-01-29 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"212","""Boissons froides""","886","""2026-01-28 10:16:09.0""","croustillant-transformation_29Jan2026_1769646185944"
"212","""Boissons froides""","883","""2026-01-27 15:43:32.0""","croustillant-transformation_29Jan2026_1769646185944"
"212","""Boissons froides""","886","""2026-01-28 14:15:02.0""","croustillant-transformation_29Jan2026_1769646185944"
"215","""Structure fermée""","837","""2026-01-28 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"215","""Structure fermée""","837","""2026-01-27 17:03:23.0""","croustillant-transformation_29Jan2026_1769646185944"
"215","""Structure fermée""","837","""2026-01-28 08:17:20.0""","croustillant-transformation_29Jan2026_1769646185944"
"215","""Structure fermée""","837","""2026-01-29 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"215","""Structure fermée""","837","""2026-01-28 10:16:09.0""","croustillant-transformation_29Jan2026_1769646185944"
"215","""Structure fermée""","837","""2026-01-27 15:43:32.0""","croustillant-transformation_29Jan2026_1769646185944"
"215","""Structure fermée""","837","""2026-01-28 14:15:02.0""","croustillant-transformation_29Jan2026_1769646185944"
"220","""Sous réserve de modifications""","827","""2026-01-28 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"220","""Sous réserve de modifications""","827","""2026-01-27 17:03:23.0""","croustillant-transformation_29Jan2026_1769646185944"
"220","""Sous réserve de modifications""","827","""2026-01-28 08:17:20.0""","croustillant-transformation_29Jan2026_1769646185944"
"220","""Sous réserve de modifications""","827","""2026-01-29 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"220","""Sous réserve de modifications""","827","""2026-01-28 10:16:09.0""","croustillant-transformation_29Jan2026_1769646185944"
"220","""Sous réserve de modifications""","827","""2026-01-27 15:43:32.0""","croustillant-transformation_29Jan2026_1769646185944"
"220","""Sous réserve de modifications""","827","""2026-01-28 14:15:02.0""","croustillant-transformation_29Jan2026_1769646185944"
"227","""Sous réserve de modification""","711","""2026-01-28 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"227","""Sous réserve de modification""","711","""2026-01-27 17:03:23.0""","croustillant-transformation_29Jan2026_1769646185944"
"227","""Sous réserve de modification""","711","""2026-01-28 08:17:20.0""","croustillant-transformation_29Jan2026_1769646185944"
"227","""Sous réserve de modification""","714","""2026-01-29 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"227","""Sous réserve de modification""","714","""2026-01-28 10:16:09.0""","croustillant-transformation_29Jan2026_1769646185944"
"227","""Sous réserve de modification""","711","""2026-01-27 15:43:32.0""","croustillant-transformation_29Jan2026_1769646185944"
"227","""Sous réserve de modification""","714","""2026-01-28 14:15:02.0""","croustillant-transformation_29Jan2026_1769646185944"
"246","Ou","689","""2026-01-28 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"246","Ou","689","""2026-01-27 17:03:23.0""","croustillant-transformation_29Jan2026_1769646185944"
"246","Ou","689","""2026-01-28 08:17:20.0""","croustillant-transformation_29Jan2026_1769646185944"
"246","Ou","689","""2026-01-29 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"246","Ou","689","""2026-01-28 10:16:09.0""","croustillant-transformation_29Jan2026_1769646185944"
"246","Ou","689","""2026-01-27 15:43:32.0""","croustillant-transformation_29Jan2026_1769646185944"
"246","Ou","689","""2026-01-28 14:15:02.0""","croustillant-transformation_29Jan2026_1769646185944"
"267","Boissons","1871","""2026-01-28 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"267","Boissons","1871","""2026-01-27 17:03:23.0""","croustillant-transformation_29Jan2026_1769646185944"
"267","Boissons","1872","""2026-01-28 08:17:20.0""","croustillant-transformation_29Jan2026_1769646185944"
"267","Boissons","1877","""2026-01-29 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"267","Boissons","1877","""2026-01-28 10:16:09.0""","croustillant-transformation_29Jan2026_1769646185944"
"267","Boissons","1871","""2026-01-27 15:43:32.0""","croustillant-transformation_29Jan2026_1769646185944"
"267","Boissons","1877","""2026-01-28 14:15:02.0""","croustillant-transformation_29Jan2026_1769646185944"
"117","Viennoiseries","1243","""2026-01-28 10:16:09.0""","croustillant-transformation_29Jan2026_1769646185944"
"117","Viennoiseries","1240","""2026-01-28 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"117","Viennoiseries","1240","""2026-01-27 17:03:23.0""","croustillant-transformation_29Jan2026_1769646185944"
"117","Viennoiseries","1242","""2026-01-28 08:17:20.0""","croustillant-transformation_29Jan2026_1769646185944"
"117","Viennoiseries","1243","""2026-01-29 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"117","Viennoiseries","1240","""2026-01-27 15:43:32.0""","croustillant-transformation_29Jan2026_1769646185944"
"117","Viennoiseries","1243","""2026-01-28 14:15:02.0""","croustillant-transformation_29Jan2026_1769646185944"
"123","""Menu non communiqué""","22312","""2026-01-28 10:16:09.0""","croustillant-transformation_29Jan2026_1769646185944"
"123","""Menu non communiqué""","22280","""2026-01-28 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"123","""Menu non communiqué""","22262","""2026-01-27 17:03:23.0""","croustillant-transformation_29Jan2026_1769646185944"
"123","""Menu non communiqué""","22296","""2026-01-28 08:17:20.0""","croustillant-transformation_29Jan2026_1769646185944"
"123","""Menu non communiqué""","22305","""2026-01-29 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"123","""Menu non communiqué""","22262","""2026-01-27 15:43:32.0""","croustillant-transformation_29Jan2026_1769646185944"
"123","""Menu non communiqué""","22313","""2026-01-28 14:15:02.0""","croustillant-transformation_29Jan2026_1769646185944"
"133","""Salades composées""","1292","""2026-01-28 10:16:09.0""","croustillant-transformation_29Jan2026_1769646185944"
"133","""Salades composées""","1289","""2026-01-28 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"133","""Salades composées""","1289","""2026-01-27 17:03:23.0""","croustillant-transformation_29Jan2026_1769646185944"
"133","""Salades composées""","1291","""2026-01-28 08:17:20.0""","croustillant-transformation_29Jan2026_1769646185944"
"133","""Salades composées""","1292","""2026-01-29 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"133","""Salades composées""","1289","""2026-01-27 15:43:32.0""","croustillant-transformation_29Jan2026_1769646185944"
"133","""Salades composées""","1292","""2026-01-28 14:15:02.0""","croustillant-transformation_29Jan2026_1769646185944"
"135","Pâtisseries","2694","""2026-01-28 10:16:09.0""","croustillant-transformation_29Jan2026_1769646185944"
"135","Pâtisseries","2691","""2026-01-28 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"135","Pâtisseries","2691","""2026-01-27 17:03:23.0""","croustillant-transformation_29Jan2026_1769646185944"
"135","Pâtisseries","2692","""2026-01-28 08:17:20.0""","croustillant-transformation_29Jan2026_1769646185944"
"135","Pâtisseries","2694","""2026-01-29 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"135","Pâtisseries","2691","""2026-01-27 15:43:32.0""","croustillant-transformation_29Jan2026_1769646185944"
"135","Pâtisseries","2694","""2026-01-28 14:15:02.0""","croustillant-transformation_29Jan2026_1769646185944"
"136","Confiseries","1497","""2026-01-28 10:16:09.0""","croustillant-transformation_29Jan2026_1769646185944"
"136","Confiseries","1494","""2026-01-28 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"136","Confiseries","1494","""2026-01-27 17:03:23.0""","croustillant-transformation_29Jan2026_1769646185944"
"136","Confiseries","1494","""2026-01-28 08:17:20.0""","croustillant-transformation_29Jan2026_1769646185944"
"136","Confiseries","1497","""2026-01-29 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"136","Confiseries","1494","""2026-01-27 15:43:32.0""","croustillant-transformation_29Jan2026_1769646185944"
"136","Confiseries","1497","""2026-01-28 14:15:02.0""","croustillant-transformation_29Jan2026_1769646185944"
"137","""Boissons chaudes et froides""","716","""2026-01-28 10:16:09.0""","croustillant-transformation_29Jan2026_1769646185944"
"137","""Boissons chaudes et froides""","714","""2026-01-28 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"137","""Boissons chaudes et froides""","714","""2026-01-27 17:03:23.0""","croustillant-transformation_29Jan2026_1769646185944"
"137","""Boissons chaudes et froides""","716","""2026-01-28 08:17:20.0""","croustillant-transformation_29Jan2026_1769646185944"
"137","""Boissons chaudes et froides""","716","""2026-01-29 00:18:26.0""","croustillant-transformation_29Jan2026_1769646185944"
"137","""Boissons chaudes et froides""","714","""2026-01-27 15:43:32.0""","croustillant-transformation_29Jan2026_1769646185944"
"137","""Boissons chaudes et froides""","716","""2026-01-28 14:15:02.0""","croustillant-transformation_29Jan2026_1769646185944"
